# ell C_ell
1.372700e+04 3.376490e+00
1.372800e+04 3.376688e+00
1.372900e+04 3.376887e+00
1.373000e+04 3.377086e+00
1.373100e+04 3.377285e+00
1.373200e+04 3.377484e+00
1.373300e+04 3.377683e+00
1.373400e+04 3.377882e+00
1.373500e+04 3.378081e+00
1.373600e+04 3.378279e+00
1.373700e+04 3.378478e+00
1.373800e+04 3.378677e+00
1.373900e+04 3.378876e+00
1.374000e+04 3.379075e+00
1.374100e+04 3.379274e+00
1.374200e+04 3.379473e+00
1.374300e+04 3.379672e+00
1.374400e+04 3.379871e+00
1.374500e+04 3.380069e+00
1.374600e+04 3.380268e+00
1.374700e+04 3.380467e+00
1.374800e+04 3.380666e+00
1.374900e+04 3.380865e+00
1.375000e+04 3.381064e+00
1.375100e+04 3.381263e+00
1.375200e+04 3.381462e+00
1.375300e+04 3.381661e+00
1.375400e+04 3.381859e+00
1.375500e+04 3.382058e+00
1.375600e+04 3.382257e+00
1.375700e+04 3.382456e+00
1.375800e+04 3.382655e+00
1.375900e+04 3.382854e+00
1.376000e+04 3.383053e+00
1.376100e+04 3.383252e+00
1.376200e+04 3.383451e+00
1.376300e+04 3.383649e+00
1.376400e+04 3.383848e+00
1.376500e+04 3.384047e+00
1.376600e+04 3.384246e+00
1.376700e+04 3.384445e+00
1.376800e+04 3.384644e+00
1.376900e+04 3.384843e+00
1.377000e+04 3.385042e+00
1.377100e+04 3.385241e+00
1.377200e+04 3.385439e+00
1.377300e+04 3.385638e+00
1.377400e+04 3.385837e+00
1.377500e+04 3.386036e+00
1.377600e+04 3.386235e+00
1.377700e+04 3.386434e+00
1.377800e+04 3.386633e+00
1.377900e+04 3.386832e+00
1.378000e+04 3.387031e+00
1.378100e+04 3.387229e+00
1.378200e+04 3.387428e+00
1.378300e+04 3.387627e+00
1.378400e+04 3.387826e+00
1.378500e+04 3.388025e+00
1.378600e+04 3.388224e+00
1.378700e+04 3.388423e+00
1.378800e+04 3.388622e+00
1.378900e+04 3.388821e+00
1.379000e+04 3.389019e+00
1.379100e+04 3.389218e+00
1.379200e+04 3.389417e+00
1.379300e+04 3.389616e+00
1.379400e+04 3.389815e+00
1.379500e+04 3.390014e+00
1.379600e+04 3.390213e+00
1.379700e+04 3.390412e+00
1.379800e+04 3.390611e+00
1.379900e+04 3.390809e+00
1.380000e+04 3.391008e+00
1.380100e+04 3.391207e+00
1.380200e+04 3.391406e+00
1.380300e+04 3.391605e+00
1.380400e+04 3.391804e+00
1.380500e+04 3.392003e+00
1.380600e+04 3.392202e+00
1.380700e+04 3.392401e+00
1.380800e+04 3.392599e+00
1.380900e+04 3.392798e+00
1.381000e+04 3.392997e+00
1.381100e+04 3.393196e+00
1.381200e+04 3.393395e+00
1.381300e+04 3.393594e+00
1.381400e+04 3.393793e+00
1.381500e+04 3.393992e+00
1.381600e+04 3.394191e+00
1.381700e+04 3.394389e+00
1.381800e+04 3.394588e+00
1.381900e+04 3.394787e+00
1.382000e+04 3.394986e+00
1.382100e+04 3.395185e+00
1.382200e+04 3.395384e+00
1.382300e+04 3.395583e+00
1.382400e+04 3.395782e+00
1.382500e+04 3.395980e+00
1.382600e+04 3.396179e+00
1.382700e+04 3.396378e+00
1.382800e+04 3.396577e+00
1.382900e+04 3.396776e+00
1.383000e+04 3.396975e+00
1.383100e+04 3.397174e+00
1.383200e+04 3.397373e+00
1.383300e+04 3.397572e+00
1.383400e+04 3.397770e+00
1.383500e+04 3.397969e+00
1.383600e+04 3.398168e+00
1.383700e+04 3.398367e+00
1.383800e+04 3.398566e+00
1.383900e+04 3.398765e+00
1.384000e+04 3.398964e+00
1.384100e+04 3.399163e+00
1.384200e+04 3.399362e+00
1.384300e+04 3.399560e+00
1.384400e+04 3.399759e+00
1.384500e+04 3.399958e+00
1.384600e+04 3.400157e+00
1.384700e+04 3.400356e+00
1.384800e+04 3.400555e+00
1.384900e+04 3.400754e+00
1.385000e+04 3.400953e+00
1.385100e+04 3.401152e+00
1.385200e+04 3.401350e+00
1.385300e+04 3.401549e+00
1.385400e+04 3.401748e+00
1.385500e+04 3.401947e+00
1.385600e+04 3.402146e+00
1.385700e+04 3.402345e+00
1.385800e+04 3.402544e+00
1.385900e+04 3.402743e+00
1.386000e+04 3.402942e+00
1.386100e+04 3.403140e+00
1.386200e+04 3.403339e+00
1.386300e+04 3.403538e+00
1.386400e+04 3.403737e+00
1.386500e+04 3.403936e+00
1.386600e+04 3.404135e+00
1.386700e+04 3.404334e+00
1.386800e+04 3.404533e+00
1.386900e+04 3.404732e+00
1.387000e+04 3.404930e+00
