# ell C_ell
1.084300e+04 3.364070e+00
1.084400e+04 3.363780e+00
1.084500e+04 3.363490e+00
1.084600e+04 3.363200e+00
1.084700e+04 3.362910e+00
1.084800e+04 3.362620e+00
1.084900e+04 3.362330e+00
1.085000e+04 3.362040e+00
1.085100e+04 3.361750e+00
1.085200e+04 3.361460e+00
1.085300e+04 3.361170e+00
1.085400e+04 3.360880e+00
1.085500e+04 3.360590e+00
1.085600e+04 3.360300e+00
1.085700e+04 3.360010e+00
1.085800e+04 3.359720e+00
1.085900e+04 3.359430e+00
1.086000e+04 3.359140e+00
1.086100e+04 3.358850e+00
1.086200e+04 3.358560e+00
1.086300e+04 3.358270e+00
1.086400e+04 3.357980e+00
1.086500e+04 3.357690e+00
1.086600e+04 3.357400e+00
1.086700e+04 3.357110e+00
1.086800e+04 3.356820e+00
1.086900e+04 3.356530e+00
1.087000e+04 3.356240e+00
